Popolazione residente nei comuni d'Italia al 1° gennaio 2017
"Codice_ISTAT","Comune","Maschi","Femmine","Totale"
"016030","Bonate Sopra","4886.0","4956.0","9842.0"
"016031","Bonate Sotto","3352.0","3352.0","6704.0"
"016032","Borgo di Terzo","591.0","554.0","1145.0"
"016033","Bossico","486.0","511.0","997.0"
"016034","Bottanuco","2591.0","2574.0","5165.0"
"016035","Bracca","346.0","361.0","707.0"
"016036","Branzi","361.0","353.0","714.0"
"016037","Brembate","4368.0","4235.0","8603.0"
"016038","Brembate di Sopra","3965.0","3973.0","7938.0"
"016040","Brignano Gera d'Adda","2987.0","3004.0","5991.0"
"016041","Brumano","67.0","50.0","117.0"
"016042","Brusaporto","2778.0","2792.0","5570.0"
"016043","Calcinate","3067.0","2920.0","5987.0"
"016044","Calcio","2740.0","2638.0","5378.0"
"016046","Calusco d'Adda","4191.0","4156.0","8347.0"
"016047","Calvenzano","2094.0","2148.0","4242.0"
"016048","Camerata Cornello","312.0","309.0","621.0"
"016049","Canonica d'Adda","2311.0","2168.0","4479.0"
"016050","Capizzone","615.0","624.0","1239.0"
"016051","Capriate San Gervasio","4037.0","4010.0","8047.0"
"016052","Caprino Bergamasco","1561.0","1506.0","3067.0"
"016053","Caravaggio","7973.0","8257.0","16230.0"
"016055","Carobbio degli Angeli","2362.0","2329.0","4691.0"
"016056","Carona","152.0","174.0","326.0"
"016057","Carvico","2268.0","2370.0","4638.0"
"016058","Casazza","2051.0","2040.0","4091.0"
"016059","Casirate d'Adda","2054.0","2042.0","4096.0"
"016060","Casnigo","1623.0","1610.0","3233.0"
"016061","Cassiglio","51.0","61.0","112.0"
"016062","Castelli Calepio","5244.0","5186.0","10430.0"
"016063","Castel Rozzone","1431.0","1444.0","2875.0"
"016064","Castione della Presolana","1719.0","1697.0","3416.0"
"016065","Castro","671.0","660.0","1331.0"
"016066","Cavernago","1307.0","1313.0","2620.0"
"016067","Cazzano Sant'Andrea","854.0","826.0","1680.0"
"016068","Cenate Sopra","1307.0","1263.0","2570.0"
"016069","Cenate Sotto","1902.0","1888.0","3790.0"
"016070","Cene","2124.0","2144.0","4268.0"
"016071","Cerete","793.0","804.0","1597.0"
"016072","Chignolo d'Isola","1733.0","1624.0","3357.0"
"016073","Chiuduno","3013.0","2985.0","5998.0"
"016074","Cisano Bergamasco","3165.0","3238.0","6403.0"
"016075","Ciserano","3007.0","2736.0","5743.0"
"016076","Cividate al Piano","2624.0","2589.0","5213.0"
"016077","Clusone","4169.0","4456.0","8625.0"
"016078","Colere","570.0","557.0","1127.0"
"016079","Cologno al Serio","5612.0","5521.0","11133.0"
"016080","Colzate","802.0","832.0","1634.0"
"016081","Comun Nuovo","2238.0","2126.0","4364.0"
"016082","Corna Imagna","477.0","457.0","934.0"
"016083","Cortenuova","983.0","977.0","1960.0"
"016084","Costa di Mezzate","1679.0","1661.0","3340.0"
"016085","Costa Valle Imagna","301.0","293.0","594.0"
"016086","Costa Volpino","4460.0","4713.0","9173.0"
"016087","Covo","2036.0","1989.0","4025.0"
"016088","Credaro","1781.0","1737.0","3518.0"
"016089","Curno","3737.0","3842.0","7579.0"
"016090","Cusio","126.0","114.0","240.0"
"016091","Dalmine","11487.0","11861.0","23348.0"
"016092","Dossena","482.0","449.0","931.0"
"016093","Endine Gaiano","1761.0","1735.0","3496.0"
"016094","Entratico","996.0","981.0","1977.0"
"016096","Fara Gera d'Adda","3993.0","4050.0","8043.0"
"016097","Fara Olivana con Sola","682.0","610.0","1292.0"
"016098","Filago","1603.0","1611.0","3214.0"
"016099","Fino del Monte","576.0","555.0","1131.0"
"016100","Fiorano al Serio","1443.0","1558.0","3001.0"
"016101","Fontanella","2200.0","2275.0","4475.0"
"016102","Fonteno","309.0","328.0","637.0"
"016103","Foppolo","104.0","86.0","190.0"
"016104","Foresto Sparso","1570.0","1550.0","3120.0"
"016105","Fornovo San Giovanni","1717.0","1718.0","3435.0"
"016106","Fuipiano Valle Imagna","101.0","116.0","217.0"
"016107","Gandellino","518.0","492.0","1010.0"
"016108","Gandino","2667.0","2763.0","5430.0"
"016109","Gandosso","761.0","732.0","1493.0"
"016110","Gaverina Terme","444.0","435.0","879.0"
"016111","Gazzaniga","2422.0","2620.0","5042.0"
"016113","Ghisalba","3091.0","3054.0","6145.0"
"016114","Gorlago","2605.0","2563.0","5168.0"
"016115","Gorle","3165.0","3386.0","6551.0"
"016116","Gorno","798.0","805.0","1603.0"
"016117","Grassobbio","3262.0","3145.0","6407.0"
"016118","Gromo","623.0","586.0","1209.0"
"016119","Grone","461.0","439.0","900.0"
"016120","Grumello del Monte","3655.0","3759.0","7414.0"
"016121","Isola di Fondra","93.0","88.0","181.0"
"016122","Isso","333.0","311.0","644.0"
"016123","Lallio","2054.0","2109.0","4163.0"
"016124","Leffe","2236.0","2241.0","4477.0"
"016125","Lenna","292.0","309.0","601.0"
"016126","Levate","1907.0","1881.0","3788.0"
"016127","Locatello","405.0","420.0","825.0"
"016128","Lovere","2451.0","2841.0","5292.0"
"016129","Lurano","1418.0","1398.0","2816.0"
"016130","Luzzana","471.0","441.0","912.0"
"016131","Madone","2035.0","1991.0","4026.0"
"016132","Mapello","3474.0","3353.0","6827.0"
"016133","Martinengo","5312.0","5212.0","10524.0"
"016134","Mezzoldo","78.0","90.0","168.0"
"016135","Misano di Gera d'Adda","1451.0","1481.0","2932.0"
"016136","Moio de' Calvi","109.0","104.0","213.0"
"016137","Monasterolo del Castello","588.0","589.0","1177.0"
"016139","Montello","1682.0","1644.0","3326.0"
"016140","Morengo","1229.0","1300.0","2529.0"
"016141","Mornico al Serio","1484.0","1463.0","2947.0"
"016142","Mozzanica","2295.0","2251.0","4546.0"
"016143","Mozzo","3627.0","3769.0","7396.0"
"016144","Nembro","5707.0","5909.0","11616.0"
"016145","Olmo al Brembo","246.0","256.0","502.0"
"016146","Oltre il Colle","532.0","480.0","1012.0"
"016147","Oltressenda Alta","80.0","72.0","152.0"
"016148","Oneta","313.0","303.0","616.0"
"016149","Onore","435.0","440.0","875.0"
"016150","Orio al Serio","881.0","887.0","1768.0"
"016151","Ornica","78.0","74.0","152.0"
"016152","Osio Sopra","2589.0","2633.0","5222.0"
"016153","Osio Sotto","6251.0","6180.0","12431.0"
"016154","Pagazzano","1098.0","992.0","2090.0"
"016155","Paladina","1997.0","2035.0","4032.0"
"016156","Palazzago","2299.0","2229.0","4528.0"
"016157","Palosco","2895.0","2913.0","5808.0"
"016158","Parre","1359.0","1384.0","2743.0"
"016159","Parzanica","182.0","183.0","365.0"
"016160","Pedrengo","3004.0","3021.0","6025.0"
"016161","Peia","898.0","921.0","1819.0"
"016162","Pianico","736.0","727.0","1463.0"
"016163","Piario","547.0","544.0","1091.0"
"016164","Piazza Brembana","597.0","618.0","1215.0"
"016165","Piazzatorre","198.0","204.0","402.0"
"016166","Piazzolo","43.0","43.0","86.0"
"016167","Pognano","821.0","780.0","1601.0"
"016168","Ponte Nossa","870.0","923.0","1793.0"
"016169","Ponteranica","3478.0","3445.0","6923.0"
"016170","Ponte San Pietro","5690.0","5861.0","11551.0"
"016171","Pontida","1665.0","1638.0","3303.0"
"016172","Pontirolo Nuovo","2535.0","2479.0","5014.0"
"016173","Pradalunga","2350.0","2357.0","4707.0"
"016174","Predore","899.0","944.0","1843.0"
"016175","Premolo","586.0","555.0","1141.0"
"016176","Presezzo","2390.0","2508.0","4898.0"
"016177","Pumenengo","870.0","854.0","1724.0"
"016178","Ranica","2914.0","3043.0","5957.0"
"016179","Ranzanico","622.0","600.0","1222.0"
"016180","Riva di Solto","472.0","403.0","875.0"
"016182","Rogno","1961.0","1948.0","3909.0"
"016183","Romano di Lombardia","10246.0","10073.0","20319.0"
"016184","Roncobello","232.0","200.0","432.0"
"016185","Roncola","373.0","389.0","762.0"
"016186","Rota d'Imagna","467.0","456.0","923.0"
"016187","Rovetta","2044.0","2079.0","4123.0"
"016188","San Giovanni Bianco","2438.0","2399.0","4837.0"
"016189","San Paolo d'Argon","2862.0","2859.0","5721.0"
"016190","San Pellegrino Terme","2308.0","2522.0","4830.0"
"016191","Santa Brigida","273.0","276.0","549.0"
"016193","Sarnico","3200.0","3490.0","6690.0"
"016194","Scanzorosciate","4908.0","5131.0","10039.0"
"016195","Schilpario","578.0","608.0","1186.0"
"016196","Sedrina","1273.0","1202.0","2475.0"
"016197","Selvino","1023.0","1019.0","2042.0"
"016198","Seriate","12400.0","12840.0","25240.0"
"016199","Serina","1052.0","1024.0","2076.0"
"016200","Solto Collina","878.0","917.0","1795.0"
"016201","Songavazzo","362.0","365.0","727.0"
"016202","Sorisole","4504.0","4517.0","9021.0"
"016203","Sotto il Monte Giovanni XXIII","2238.0","2265.0","4503.0"
"016204","Sovere","2624.0","2726.0","5350.0"
"016205","Spinone al Lago","512.0","521.0","1033.0"
"016206","Spirano","2841.0","2861.0","5702.0"
"016207","Stezzano","6437.0","6630.0","13067.0"
"016208","Strozza","565.0","515.0","1080.0"
"016209","Suisio","1936.0","1886.0","3822.0"
"016210","Taleggio","293.0","269.0","562.0"
"016211","Tavernola Bergamasca","1050.0","1029.0","2079.0"
"016212","Telgate","2677.0","2387.0","5064.0"
"016213","Terno d'Isola","4039.0","4007.0","8046.0"
"016214","Torre Boldone","4218.0","4519.0","8737.0"
"016216","Torre de' Roveri","1216.0","1231.0","2447.0"
"016217","Torre Pallavicina","535.0","528.0","1063.0"
"016218","Trescore Balneario","4934.0","4940.0","9874.0"
"016219","Treviglio","14516.0","15227.0","29743.0"
"016220","Treviolo","5270.0","5462.0","10732.0"
"016221","Ubiale Clanezzo","708.0","669.0","1377.0"
"016222","Urgnano","5035.0","4811.0","9846.0"
"016223","Valbondione","525.0","531.0","1056.0"
"016224","Valbrembo","2071.0","2142.0","4213.0"
"016225","Valgoglio","296.0","294.0","590.0"
"016226","Valleve","67.0","66.0","133.0"
"016227","Valnegra","106.0","105.0","211.0"
"016229","Valtorta","143.0","132.0","275.0"
"016230","Vedeseta","126.0","92.0","218.0"
"016232","Verdellino","3977.0","3648.0","7625.0"
"016233","Verdello","4041.0","3977.0","8018.0"
"016234","Vertova","2324.0","2385.0","4709.0"
"016235","Viadanica","559.0","568.0","1127.0"
"016236","Vigano San Martino","685.0","651.0","1336.0"
"016237","Vigolo","289.0","290.0","579.0"
"016238","Villa d'Adda","2295.0","2399.0","4694.0"
"016239","Villa d'Almè","3284.0","3413.0","6697.0"
"016240","Villa di Serio","3330.0","3359.0","6689.0"
"016241","Villa d'Ogna","927.0","981.0","1908.0"
"016242","Villongo","4159.0","3893.0","8052.0"
"016243","Vilminore di Scalve","741.0","751.0","1492.0"
"016244","Zandobbio","1372.0","1334.0","2706.0"
"016245","Zanica","4390.0","4310.0","8700.0"
"016246","Zogno","4384.0","4623.0","9007.0"
"016247","Costa Serina","471.0","447.0","918.0"
"016248","Algua","341.0","333.0","674.0"
"016249","Cornalba","164.0","145.0","309.0"
"016250","Medolago","1186.0","1174.0","2360.0"
"016251","Solza","1048.0","1024.0","2072.0"
"016252","Sant'Omobono Terme","1993.0","1949.0","3942.0"
"016253","Val Brembilla","2198.0","2165.0","4363.0"
"017001","Acquafredda","751.0","814.0","1565.0"
"017002","Adro","3565.0","3575.0","7140.0"
"017003","Agnosine","909.0","843.0","1752.0"
"017004","Alfianello","1261.0","1233.0","2494.0"
"017005","Anfo","260.0","234.0","494.0"
"017006","Angolo Terme","1193.0","1213.0","2406.0"
"017007","Artogne","1826.0","1842.0","3668.0"
"017008","Azzano Mella","1614.0","1575.0","3189.0"
"017009","Bagnolo Mella","6214.0","6463.0","12677.0"
"017010","Bagolino","1931.0","1948.0","3879.0"
"017011","Barbariga","1193.0","1150.0","2343.0"
"017012","Barghe","636.0","567.0","1203.0"
"017013","Bassano Bresciano","1176.0","1154.0","2330.0"
"017014","Bedizzole","6085.0","6252.0","12337.0"
"017015","Berlingo","1381.0","1325.0","2706.0"
"017016","Berzo Demo","844.0","819.0","1663.0"
"017017","Berzo Inferiore","1225.0","1261.0","2486.0"
"017018","Bienno","1904.0","1943.0","3847.0"
"017019","Bione","673.0","697.0","1370.0"
"017020","Borgo San Giacomo","2731.0","2680.0","5411.0"
"017021","Borgosatollo","4647.0","4639.0","9286.0"
"017022","Borno","1272.0","1334.0","2606.0"
"017023","Botticino","5292.0","5625.0","10917.0"
"017024","Bovegno","1077.0","1105.0","2182.0"
"017025","Bovezzo","3617.0","3868.0","7485.0"
"017026","Brandico","859.0","826.0","1685.0"
"017027","Braone","340.0","352.0","692.0"
"017028","Breno","2369.0","2487.0","4856.0"
"017029","Brescia","92787.0","103883.0","196670.0"
"017030","Brione","360.0","351.0","711.0"
"017031","Caino","1095.0","1066.0","2161.0"
"017032","Calcinato","6526.0","6389.0","12915.0"
"017033","Calvagese della Riviera","1748.0","1821.0","3569.0"
"017034","Calvisano","4294.0","4208.0","8502.0"
"017035","Capo di Ponte","1175.0","1278.0","2453.0"
"017036","Capovalle","173.0","195.0","368.0"
"017037","Capriano del Colle","2360.0","2307.0","4667.0"
"017038","Capriolo","4677.0","4728.0","9405.0"
"017039","Carpenedolo","6488.0","6469.0","12957.0"
"017040","Castegnato","4119.0","4242.0","8361.0"
"017041","Castelcovati","3311.0","3288.0","6599.0"
"017042","Castel Mella","5522.0","5471.0","10993.0"
"017043","Castenedolo","5687.0","5756.0","11443.0"
"017044","Casto","880.0","833.0","1713.0"
"017045","Castrezzato","3495.0","3644.0","7139.0"
"017046","Cazzago San Martino","5409.0","5532.0","10941.0"
"017047","Cedegolo","595.0","620.0","1215.0"
"017048","Cellatica","2395.0","2542.0","4937.0"
"017049","Cerveno","344.0","319.0","663.0"
"017050","Ceto","934.0","978.0","1912.0"
"017051","Cevo","460.0","427.0","887.0"
"017052","Chiari","9277.0","9579.0","18856.0"
"017053","Cigole","786.0","798.0","1584.0"
"017054","Cimbergo","275.0","271.0","546.0"
"017055","Cividate Camuno","1387.0","1348.0","2735.0"
"017056","Coccaglio","4340.0","4341.0","8681.0"
"017057","Collebeato","2261.0","2376.0","4637.0"
"017058","Collio","1093.0","1055.0","2148.0"
"017059","Cologne","3757.0","3852.0","7609.0"
"017060","Comezzano-Cizzago","1991.0","1878.0","3869.0"
"017061","Concesio","7698.0","7951.0","15649.0"
"017062","Corte Franca","3631.0","3631.0","7262.0"
"017063","Corteno Golgi","974.0","977.0","1951.0"
"017064","Corzano","704.0","723.0","1427.0"
"017065","Darfo Boario Terme","7683.0","7847.0","15530.0"
"017066","Dello","2811.0","2818.0","5629.0"
"017067","Desenzano del Garda","13602.0","15254.0","28856.0"
"017068","Edolo","2236.0","2350.0","4586.0"
"017069","Erbusco","4373.0","4267.0","8640.0"
"017070","Esine","2612.0","2650.0","5262.0"
"017071","Fiesse","1016.0","1031.0","2047.0"
"017072","Flero","4370.0","4440.0","8810.0"
"017073","Gambara","2390.0","2365.0","4755.0"
"017074","Gardone Riviera","1279.0","1373.0","2652.0"
"017075","Gardone Val Trompia","5705.0","5823.0","11528.0"
"017076","Gargnano","1376.0","1502.0","2878.0"
"017077","Gavardo","6041.0","6052.0","12093.0"
"017078","Ghedi","9508.0","9320.0","18828.0"
"017079","Gianico","1053.0","1095.0","2148.0"
"017080","Gottolengo","2557.0","2676.0","5233.0"
"017081","Gussago","8108.0","8515.0","16623.0"
"017082","Idro","968.0","985.0","1953.0"
"017083","Incudine","184.0","195.0","379.0"
"017084","Irma","69.0","64.0","133.0"
"017085","Iseo","4406.0","4765.0","9171.0"
"017086","Isorella","2064.0","2001.0","4065.0"
"017087","Lavenone","272.0","271.0","543.0"
"017088","Leno","7189.0","7185.0","14374.0"
"017089","Limone sul Garda","562.0","602.0","1164.0"
"017090","Lodrino","882.0","801.0","1683.0"
"017091","Lograto","1915.0","1911.0","3826.0"
"017092","Lonato del Garda","8054.0","8253.0","16307.0"
"017093","Longhena","303.0","268.0","571.0"
"017094","Losine","301.0","307.0","608.0"
"017095","Lozio","198.0","199.0","397.0"
"017096","Lumezzane","11155.0","11355.0","22510.0"
"017097","Maclodio","753.0","723.0","1476.0"
"017098","Magasa","73.0","60.0","133.0"
"017099","Mairano","1770.0","1717.0","3487.0"
"017100","Malegno","1015.0","1005.0","2020.0"
"017101","Malonno","1563.0","1640.0","3203.0"
"017102","Manerba del Garda","2664.0","2644.0","5308.0"
"017103","Manerbio","6307.0","6756.0","13063.0"
"017104","Marcheno","2176.0","2144.0","4320.0"
"017105","Marmentino","338.0","318.0","656.0"
"017106","Marone","1553.0","1656.0","3209.0"
"017107","Mazzano","6029.0","6212.0","12241.0"
"017108","Milzano","881.0","882.0","1763.0"
"017109","Moniga del Garda","1265.0","1279.0","2544.0"
"017110","Monno","259.0","285.0","544.0"
"017111","Monte Isola","852.0","892.0","1744.0"
"017112","Monticelli Brusati","2299.0","2214.0","4513.0"
"017113","Montichiari","12764.0","12685.0","25449.0"
"017114","Montirone","2605.0","2526.0","5131.0"
"017115","Mura","392.0","402.0","794.0"
"017116","Muscoline","1358.0","1287.0","2645.0"
"017117","Nave","5368.0","5554.0","10922.0"
"017118","Niardo","973.0","1007.0","1980.0"
"017119","Nuvolento","1918.0","2044.0","3962.0"
"017120","Nuvolera","2375.0","2357.0","4732.0"
"017121","Odolo","963.0","1008.0","1971.0"
"017122","Offlaga","2095.0","2018.0","4113.0"
"017123","Ome","1529.0","1653.0","3182.0"
"017124","Ono San Pietro","473.0","501.0","974.0"
"017125","Orzinuovi","6281.0","6285.0","12566.0"
"017126","Orzivecchi","1261.0","1216.0","2477.0"
"017127","Ospitaletto","7430.0","7180.0","14610.0"
"017128","Ossimo","711.0","735.0","1446.0"
"017129","Padenghe sul Garda","2188.0","2355.0","4543.0"
"017130","Paderno Franciacorta","1835.0","1860.0","3695.0"
"017131","Paisco Loveno","95.0","90.0","185.0"
"017132","Paitone","1100.0","1043.0","2143.0"
"017133","Palazzolo sull'Oglio","9982.0","10080.0","20062.0"
"017134","Paratico","2370.0","2351.0","4721.0"
"017135","Paspardo","328.0","289.0","617.0"
"017136","Passirano","3469.0","3583.0","7052.0"
"017137","Pavone del Mella","1409.0","1392.0","2801.0"
"017138","San Paolo","2299.0","2247.0","4546.0"
"017139","Pertica Alta","299.0","267.0","566.0"
"017140","Pertica Bassa","323.0","315.0","638.0"
"017141","Pezzaze","762.0","741.0","1503.0"
"017142","Pian Camuno","2356.0","2317.0","4673.0"
"017143","Pisogne","3948.0","3988.0","7936.0"
"017144","Polaveno","1266.0","1254.0","2520.0"
"017145","Polpenazze del Garda","1278.0","1345.0","2623.0"
"017146","Pompiano","1916.0","1900.0","3816.0"
"017147","Poncarale","2634.0","2617.0","5251.0"
"017148","Ponte di Legno","838.0","888.0","1726.0"
"017149","Pontevico","3329.0","3761.0","7090.0"
"017150","Pontoglio","3448.0","3469.0","6917.0"
"017151","Pozzolengo","1780.0","1757.0","3537.0"
"017152","Pralboino","1482.0","1460.0","2942.0"
"017153","Preseglie","788.0","757.0","1545.0"
"017155","Prevalle","3527.0","3450.0","6977.0"
"017156","Provaglio d'Iseo","3650.0","3744.0","7394.0"
"017157","Provaglio Val Sabbia","478.0","434.0","912.0"
"017158","Puegnago sul Garda","1678.0","1728.0","3406.0"
"017159","Quinzano d'Oglio","3109.0","3153.0","6262.0"
"017160","Remedello","1683.0","1701.0","3384.0"
"017161","Rezzato","6593.0","6876.0","13469.0"
"017162","Roccafranca","2431.0","2393.0","4824.0"
"017163","Rodengo Saiano","4684.0","4901.0","9585.0"
"017164","Roè Volciano","2189.0","2362.0","4551.0"
"017165","Roncadelle","4738.0","4822.0","9560.0"
"017166","Rovato","9737.0","9395.0","19132.0"
"017167","Rudiano","2984.0","2794.0","5778.0"
"017168","Sabbio Chiese","1970.0","1934.0","3904.0"
"017169","Sale Marasino","1660.0","1728.0","3388.0"
"017170","Salò","4927.0","5707.0","10634.0"
"017171","San Felice del Benaco","1664.0","1749.0","3413.0"
"017172","San Gervasio Bresciano","1285.0","1277.0","2562.0"
"017173","San Zeno Naviglio","2301.0","2378.0","4679.0"
"017174","Sarezzo","6659.0","6779.0","13438.0"
"017175","Saviore dell'Adamello","430.0","471.0","901.0"
"017176","Sellero","721.0","735.0","1456.0"
"017177","Seniga","713.0","734.0","1447.0"
"017178","Serle","1472.0","1549.0","3021.0"
"017179","Sirmione","3944.0","4273.0","8217.0"
"017180","Soiano del Lago","942.0","953.0","1895.0"
"017181","Sonico","642.0","623.0","1265.0"
"017182","Sulzano","969.0","963.0","1932.0"
"017183","Tavernole sul Mella","648.0","629.0","1277.0"
"017184","Temù","548.0","560.0","1108.0"
"017185","Tignale","582.0","650.0","1232.0"
"017186","Torbole Casaglia","3332.0","3230.0","6562.0"
"017187","Toscolano-Maderno","3806.0","4163.0","7969.0"
"017188","Travagliato","6846.0","7048.0","13894.0"
"017189","Tremosine sul Garda","1068.0","1051.0","2119.0"
"017190","Trenzano","2694.0","2666.0","5360.0"
"017191","Treviso Bresciano","261.0","276.0","537.0"
"017192","Urago d'Oglio","1941.0","1873.0","3814.0"
"017193","Vallio Terme","700.0","692.0","1392.0"
"017194","Valvestino","91.0","95.0","186.0"
"017195","Verolanuova","4056.0","4103.0","8159.0"
"017196","Verolavecchia","1929.0","1872.0","3801.0"
"017197","Vestone","2154.0","2186.0","4340.0"
"017198","Vezza d'Oglio","700.0","749.0","1449.0"
"017199","Villa Carcina","5356.0","5597.0","10953.0"
"017200","Villachiara","707.0","728.0","1435.0"
"017201","Villanuova sul Clisi","2789.0","2990.0","5779.0"
"017202","Vione","320.0","359.0","679.0"
"017203","Visano","1019.0","959.0","1978.0"
"017204","Vobarno","4104.0","4002.0","8106.0"
"017205","Zone","543.0","539.0","1082.0"
"017206","Piancogno","2369.0","2300.0","4669.0"
"018001","Alagna","424.0","430.0","854.0"
"018002","Albaredo Arnaboldi","141.0","111.0","252.0"
"018003","Albonese","272.0","290.0","562.0"
"018004","Albuzzano","1768.0","1750.0","3518.0"
"018005","Arena Po","804.0","784.0","1588.0"
"018006","Badia Pavese","179.0","182.0","361.0"
"018007","Bagnaria","320.0","356.0","676.0"
"018008","Barbianello","431.0","436.0","867.0"
"018009","Bascapè","917.0","852.0","1769.0"
"018011","Bastida Pancarana","527.0","489.0","1016.0"
"018012","Battuda","352.0","303.0","655.0"
"018013","Belgioioso","3011.0","3226.0","6237.0"
"018014","Bereguardo","1390.0","1412.0","2802.0"
"018015","Borgarello","1354.0","1351.0","2705.0"
"018016","Borgo Priolo","776.0","697.0","1473.0"
"018017","Borgoratto Mormorolo","210.0","221.0","431.0"
"018018","Borgo San Siro","501.0","507.0","1008.0"
"018019","Bornasco","1365.0","1287.0","2652.0"
"018020","Bosnasco","320.0","303.0","623.0"
"018021","Brallo di Pregola","316.0","271.0","587.0"
"018022","Breme","370.0","408.0","778.0"
"018023","Bressana Bottarone","1726.0","1790.0","3516.0"
"018024","Broni","4318.0","4936.0","9254.0"
"018025","Calvignano","57.0","56.0","113.0"
"018026","Campospinoso","497.0","563.0","1060.0"
"018027","Candia Lomellina","796.0","804.0","1600.0"
"018028","Canevino","59.0","51.0","110.0"
"018029","Canneto Pavese","663.0","691.0","1354.0"
"018030","Carbonara al Ticino","740.0","767.0","1507.0"
"018031","Casanova Lonati","238.0","223.0","461.0"
"018032","Casatisma","445.0","447.0","892.0"
"018033","Casei Gerola","1240.0","1245.0","2485.0"
"018034","Casorate Primo","4364.0","4386.0","8750.0"
"018035","Cassolnovo","3454.0","3584.0","7038.0"
"018036","Castana","351.0","360.0","711.0"
"018037","Casteggio","3219.0","3599.0","6818.0"
"018038","Castelletto di Branduzzo","511.0","505.0","1016.0"
"018039","Castello d'Agogna","609.0","575.0","1184.0"
"018040","Castelnovetto","283.0","305.0","588.0"
"018041","Cava Manara","3297.0","3456.0","6753.0"
"018042","Cecima","125.0","117.0","242.0"
"018043","Ceranova","1116.0","1076.0","2192.0"
"018044","Ceretto Lomellina","89.0","99.0","188.0"
"018045","Cergnago","354.0","370.0","724.0"
"018046","Certosa di Pavia","2704.0","2687.0","5391.0"
"018047","Cervesina","583.0","662.0","1245.0"
"018048","Chignolo Po","1988.0","2017.0","4005.0"
"018049","Cigognola","631.0","705.0","1336.0"
"018050","Cilavegna","2697.0","2852.0","5549.0"
"018051","Codevilla","473.0","523.0","996.0"
"018052","Confienza","798.0","827.0","1625.0"
"018053","Copiano","873.0","843.0","1716.0"
"018054","Corana","387.0","410.0","797.0"
"018057","Corvino San Quirico","492.0","528.0","1020.0"
"018058","Costa de' Nobili","196.0","183.0","379.0"
"018059","Cozzo","204.0","169.0","373.0"
"018060","Cura Carpignano","2406.0","2498.0","4904.0"
"018061","Dorno","2353.0","2325.0","4678.0"
"018062","Ferrera Erbognone","614.0","582.0","1196.0"
"018063","Filighera","424.0","431.0","855.0"
"018064","Fortunago","194.0","189.0","383.0"
"018065","Frascarolo","581.0","632.0","1213.0"
"018066","Galliavola","102.0","97.0","199.0"
"018067","Gambarana","108.0","117.0","225.0"
"018068","Gambolò","4951.0","5108.0","10059.0"
"018069","Garlasco","4729.0","5032.0","9761.0"
"018071","Gerenzago","701.0","715.0","1416.0"
"018072","Giussago","2612.0","2576.0","5188.0"
"018073","Godiasco Salice Terme","1551.0","1686.0","3237.0"
"018074","Golferenzo","103.0","90.0","193.0"
"018075","Gravellona Lomellina","1324.0","1422.0","2746.0"
"018076","Gropello Cairoli","2222.0","2329.0","4551.0"
"018077","Inverno e Monteleone","746.0","743.0","1489.0"
"018078","Landriano","3106.0","3273.0","6379.0"
"018079","Langosco","174.0","192.0","366.0"
"018080","Lardirago","607.0","573.0","1180.0"
"018081","Linarolo","1421.0","1421.0","2842.0"
"018082","Lirio","66.0","60.0","126.0"
"018083","Lomello","1027.0","1157.0","2184.0"
"018084","Lungavilla","1137.0","1275.0","2412.0"
"018085","Magherno","852.0","864.0","1716.0"
"018086","Marcignago","1225.0","1208.0","2433.0"
"018087","Marzano","879.0","840.0","1719.0"
"018088","Mede","3201.0","3452.0","6653.0"
"018089","Menconico","187.0","178.0","365.0"
"018090","Mezzana Bigli","558.0","541.0","1099.0"
"018091","Mezzana Rabattone","231.0","254.0","485.0"
"018092","Mezzanino","693.0","712.0","1405.0"
"018093","Miradolo Terme","1882.0","1874.0","3756.0"
"018094","Montalto Pavese","440.0","436.0","876.0"
"018095","Montebello della Battaglia","779.0","803.0","1582.0"
"018096","Montecalvo Versiggia","255.0","274.0","529.0"
"018097","Montescano","189.0","217.0","406.0"
"018098","Montesegale","152.0","144.0","296.0"
"018099","Monticelli Pavese","329.0","333.0","662.0"
"018100","Montù Beccaria","829.0","847.0","1676.0"
"018101","Mornico Losana","312.0","319.0","631.0"
"018102","Mortara","7346.0","8009.0","15355.0"
"018103","Nicorvo","165.0","160.0","325.0"
"018104","Olevano di Lomellina","351.0","367.0","718.0"
"018105","Oliva Gessi","90.0","94.0","184.0"
"018106","Ottobiano","527.0","577.0","1104.0"
"018107","Palestro","963.0","963.0","1926.0"
"018108","Pancarana","164.0","152.0","316.0"
"018109","Parona","974.0","936.0","1910.0"
"018110","Pavia","34277.0","38335.0","72612.0"
"018111","Pietra de' Giorgi","431.0","419.0","850.0"
"018112","Pieve Albignola","408.0","446.0","854.0"
"018113","Pieve del Cairo","967.0","1023.0","1990.0"
"018114","Pieve Porto Morone","1319.0","1315.0","2634.0"
"018115","Pinarolo Po","830.0","885.0","1715.0"
"018116","Pizzale","363.0","380.0","743.0"
"018117","Ponte Nizza","399.0","399.0","798.0"
"018118","Portalbera","724.0","769.0","1493.0"
"018119","Rea","190.0","227.0","417.0"
"018120","Redavalle","536.0","544.0","1080.0"
"018121","Retorbido","750.0","808.0","1558.0"
"018122","Rivanazzano Terme","2523.0","2803.0","5326.0"
